source,age_ka,age_GTS2004,age_GTS2012,age_GTS2016,age_GTS2020,d18O,d18O_sw,sealevel
Vema 1930,0,0,0,0,0,2.87,0.14,-10.86
Vema 1930,1.31,0.001,0.00131,0.001,0.001,2.84,0.11,-8.46
Vema 1930,2.84,0.003,0.00284,0.003,0.003,2.67,-0.06,5.14
Vema 1930,3.57,0.004,0.00357,0.004,0.004,2.79,0.06,-4.46
Vema 1930,4.31,0.004,0.00431,0.004,0.004,2.63,-0.1,8.34
Vema 1930,5.45,0.005,0.00545,0.005,0.005,2.76,0.03,-2.06
Vema 1930,6.13,0.006,0.00613,0.006,0.006,2.75,0.02,-1.26
Vema 1930,6.77,0.007,0.00677,0.007,0.007,2.65,-0.08,6.74
Vema 1930,7.71,0.008,0.00771,0.008,0.008,2.92,0.19,-14.86
Vema 1930,8.9,0.009,0.0089,0.009,0.009,2.92,0.19,-14.86
Vema 1930,9.48,0.009,0.00948,0.009,0.009,2.88,0.15,-11.66
Vema 1930,10.03,0.01,0.01003,0.01,0.01,2.89,0.16,-12.46
Vema 1930,10.55,0.011,0.01055,0.01,0.01,2.82,0.09,-6.86
Vema 1930,10.98,0.011,0.01098,0.011,0.011,2.84,0.11,-8.46
Vema 1930,11.5,0.012,0.0115,0.011,0.011,2.82,0.09,-6.86
Vema 1930,11.88,0.012,0.01188,0.012,0.012,3.21,0.48,-38.06
Vema 1930,12.26,0.012,0.01226,0.012,0.012,3.05,0.32,-25.26
Vema 1930,12.6,0.013,0.0126,0.012,0.012,3.23,0.5,-39.66
Vema 1930,12.92,0.013,0.01292,0.013,0.013,2.78,0.05,-3.66
Vema 1930,13.24,0.013,0.01324,0.013,0.013,3.34,0.61,-48.46
Vema 1930,13.54,0.014,0.01354,0.013,0.013,3.26,0.23,-18.03
Vema 1930,13.84,0.014,0.01384,0.014,0.014,3.23,0.2,-15.63
Vema 1930,14.13,0.014,0.01413,0.014,0.014,3.25,0.22,-17.23
Vema 1930,14.43,0.014,0.01443,0.014,0.014,3.74,0.71,-56.43
Vema 1930,14.73,0.015,0.01473,0.015,0.015,3.46,0.43,-34.03
Vema 1930,15.02,0.015,0.01502,0.015,0.015,3.61,0.58,-46.03
Vema 1930,15.31,0.015,0.01531,0.015,0.015,3.52,0.49,-38.83
Vema 1930,15.59,0.016,0.01559,0.015,0.015,3.8,0.77,-61.23
Vema 1930,15.88,0.016,0.01588,0.016,0.016,4.09,1.06,-84.43
Vema 1930,16.16,0.016,0.01616,0.016,0.016,4,0.97,-77.23
Vema 1930,16.54,0.017,0.01654,0.016,0.016,4.2,1.17,-93.23
Vema 1930,16.83,0.017,0.01683,0.017,0.017,4.27,1.24,-98.83
Vema 1930,17.11,0.017,0.01711,0.017,0.017,4.28,1.25,-99.63
Vema 1930,17.39,0.017,0.01739,0.017,0.017,4.19,1.16,-92.43
Vema 1930,17.67,0.018,0.01767,0.017,0.017,4.15,1.12,-89.23
Vema 1930,17.95,0.018,0.01795,0.018,0.018,4.58,1.55,-123.63
Vema 1930,18.23,0.018,0.01823,0.018,0.018,4.56,1.53,-122.03
Vema 1930,18.5,0.019,0.0185,0.018,0.018,4.44,1.41,-112.43
Vema 1930,18.76,0.019,0.01876,0.019,0.019,4.35,1.32,-105.23
Vema 1930,19.03,0.019,0.01903,0.019,0.019,4.51,1.48,-118.03
Vema 1930,19.26,0.019,0.01926,0.019,0.019,4.49,1.46,-116.43
Vema 1930,19.53,0.02,0.01953,0.019,0.019,4.36,1.33,-106.03
Vema 1930,19.77,0.02,0.01977,0.02,0.02,4.34,1.31,-104.43
Vema 1930,20,0.02,0.02,0.02,0.02,4.23,1.2,-95.63
Vema 1930,20.24,0.02,0.02024,0.02,0.02,4.48,1.45,-115.63
Vema 1930,20.47,0.02,0.02047,0.02,0.02,4.5,1.47,-117.23
Vema 1930,20.84,0.021,0.02084,0.021,0.021,4.32,1.29,-102.83
Vema 1930,21.13,0.021,0.02113,0.021,0.021,4.31,1.28,-102.03
Vema 1930,21.34,0.021,0.02134,0.021,0.021,4.43,1.4,-111.63
Vema 1930,21.55,0.022,0.02155,0.021,0.021,4.46,1.43,-114.03
Vema 1930,21.76,0.022,0.02176,0.022,0.022,4.25,1.22,-97.23
Vema 1930,21.96,0.022,0.02196,0.022,0.022,4.41,1.38,-110.03
Vema 1930,22.17,0.022,0.02217,0.022,0.022,4.35,1.32,-105.23
Vema 1930,22.37,0.022,0.02237,0.022,0.022,4.36,1.33,-106.03
Vema 1930,22.57,0.023,0.02257,0.022,0.022,4.25,1.22,-97.23
Vema 1930,22.77,0.023,0.02277,0.023,0.023,4.25,1.22,-97.23
Vema 1930,22.97,0.023,0.02297,0.023,0.023,4.32,1.29,-102.83
Vema 1930,23.17,0.023,0.02317,0.023,0.023,4.32,1.29,-102.83
Vema 1930,23.37,0.023,0.02337,0.023,0.023,4.34,1.31,-104.43
Vema 1930,23.57,0.024,0.02357,0.023,0.023,4.29,1.26,-100.43
Vema 1930,23.77,0.024,0.02377,0.024,0.024,4.29,1.26,-100.43
Vema 1930,23.97,0.024,0.02397,0.024,0.024,4.48,1.45,-115.63
Vema 1930,24.17,0.024,0.02417,0.024,0.024,4.32,1.29,-102.83
Vema 1930,24.37,0.024,0.02437,0.024,0.024,4.33,1.3,-103.63
Vema 1930,24.58,0.025,0.02458,0.024,0.024,4.3,1.27,-101.23
Vema 1930,24.79,0.025,0.02479,0.025,0.025,4.23,1.2,-95.63
Vema 1930,25,0.025,0.025,0.025,0.025,4.32,1.29,-102.83
Vema 1930,25.22,0.025,0.02522,0.025,0.025,4.41,1.38,-110.03
Vema 1930,25.45,0.025,0.02545,0.025,0.025,4.27,1.24,-98.83
Vema 1930,25.67,0.026,0.02567,0.025,0.025,4.14,1.11,-88.43
Vema 1930,25.9,0.026,0.0259,0.026,0.026,4.28,1.25,-99.63
Vema 1930,26.14,0.026,0.02614,0.026,0.026,4.42,1.39,-110.83
Vema 1930,26.37,0.026,0.02637,0.026,0.026,4.28,1.25,-99.63
Vema 1930,26.62,0.027,0.02662,0.026,0.026,4.19,1.16,-92.43
Vema 1930,26.88,0.027,0.02688,0.027,0.027,4.12,1.09,-86.83
Vema 1930,27.13,0.027,0.02713,0.027,0.027,4.17,1.14,-90.83
Vema 1930,27.4,0.027,0.0274,0.027,0.027,4.17,1.14,-90.83
Vema 1930,27.68,0.028,0.02768,0.027,0.027,4.23,1.2,-95.63
Vema 1930,27.95,0.028,0.02795,0.028,0.028,4.12,1.09,-86.83
Vema 1930,28.25,0.028,0.02825,0.028,0.028,4.2,1.17,-93.23
Vema 1930,28.55,0.029,0.02855,0.028,0.028,4.09,1.06,-84.43
Vema 1930,28.85,0.029,0.02885,0.029,0.029,3.98,0.95,-75.63
Vema 1930,29.17,0.029,0.02917,0.029,0.029,3.91,0.88,-70.03
Vema 1930,29.48,0.029,0.02948,0.029,0.029,3.89,0.86,-68.43
Vema 1930,29.81,0.03,0.02981,0.03,0.03,4.05,1.02,-81.23
Vema 1930,30.14,0.03,0.03014,0.03,0.03,4,0.97,-77.23
Vema 1930,30.47,0.03,0.03047,0.03,0.03,4.03,1,-79.63
Vema 1930,30.81,0.031,0.03081,0.03,0.03,3.99,0.96,-76.43
Vema 1930,31.16,0.031,0.03116,0.031,0.031,3.71,0.68,-54.03
Vema 1930,31.51,0.032,0.03151,0.031,0.031,3.92,0.89,-70.83
Vema 1930,31.86,0.032,0.03186,0.032,0.032,3.88,0.85,-67.63
Vema 1930,32.22,0.032,0.03222,0.032,0.032,3.95,0.92,-73.23
Vema 1930,32.57,0.033,0.03257,0.032,0.032,3.92,0.89,-70.83
Vema 1930,32.94,0.033,0.03294,0.033,0.033,4.01,0.98,-78.03
Vema 1930,33.29,0.033,0.03329,0.033,0.033,3.99,0.96,-76.43
Vema 1930,33.67,0.034,0.03367,0.033,0.033,3.98,0.95,-75.63
Vema 1930,34.05,0.034,0.03405,0.034,0.034,3.89,0.86,-68.43
Vema 1930,34.45,0.034,0.03445,0.034,0.034,3.96,0.93,-74.03
Vema 1930,34.8,0.035,0.0348,0.034,0.034,4,0.97,-77.23
Vema 1930,35.18,0.035,0.03518,0.035,0.035,4.1,1.07,-85.23
Vema 1930,35.56,0.036,0.03556,0.035,0.035,3.91,0.88,-70.03
Vema 1930,35.94,0.036,0.03594,0.036,0.036,4.09,1.06,-84.43
Vema 1930,36.33,0.036,0.03633,0.036,0.036,3.88,0.85,-67.63
Vema 1930,37.11,0.037,0.03711,0.037,0.037,3.91,0.88,-70.03
Vema 1930,37.5,0.038,0.0375,0.037,0.037,3.86,0.83,-66.03
Vema 1930,37.89,0.038,0.03789,0.038,0.038,3.85,0.82,-65.23
Vema 1930,38.29,0.038,0.03829,0.038,0.038,3.77,0.74,-58.83
Vema 1930,38.68,0.039,0.03868,0.038,0.038,3.95,0.92,-73.23
Vema 1930,39.08,0.039,0.03908,0.039,0.039,3.85,0.82,-65.23
Vema 1930,39.48,0.039,0.03948,0.039,0.039,4.01,0.98,-78.03
Vema 1930,39.88,0.04,0.03988,0.039,0.039,3.99,0.96,-76.43
Vema 1930,40.28,0.04,0.04028,0.04,0.04,4.07,1.04,-82.83
Vema 1930,41.09,0.041,0.04109,0.041,0.041,3.83,0.8,-63.63
Vema 1930,41.49,0.041,0.04149,0.041,0.041,3.89,0.86,-68.43
Vema 1930,41.9,0.042,0.0419,0.041,0.041,3.89,0.86,-68.43
Vema 1930,42.31,0.042,0.04231,0.042,0.042,3.94,0.91,-72.43
Vema 1930,42.71,0.043,0.04271,0.042,0.042,3.98,0.95,-75.63
Vema 1930,43.53,0.044,0.04353,0.043,0.043,3.95,0.92,-73.23
Vema 1930,46.01,0.046,0.04601,0.046,0.046,3.88,0.85,-67.63
Vema 1930,46.43,0.046,0.04643,0.046,0.046,3.89,0.86,-68.43
Vema 1930,46.85,0.047,0.04685,0.046,0.046,4.02,0.99,-78.83
Vema 1930,47.68,0.048,0.04768,0.047,0.047,3.7,0.67,-53.23
Vema 1930,48.1,0.048,0.0481,0.048,0.048,3.65,0.62,-49.23
Vema 1930,48.52,0.049,0.04852,0.048,0.048,3.72,0.69,-54.83
Vema 1930,48.94,0.049,0.04894,0.048,0.048,3.62,0.59,-46.83
Vema 1930,49.36,0.049,0.04936,0.049,0.049,3.9,0.87,-69.23
Vema 1930,50.2,0.05,0.0502,0.05,0.05,3.9,0.87,-69.23
Vema 1930,50.62,0.051,0.05062,0.05,0.05,3.84,0.81,-64.43
Vema 1930,51.04,0.051,0.05104,0.051,0.051,3.85,0.82,-65.23
Vema 1930,51.47,0.051,0.05147,0.051,0.051,3.87,0.84,-66.83
Vema 1930,51.89,0.052,0.05189,0.051,0.051,3.9,0.87,-69.23
Vema 1930,52.31,0.052,0.05231,0.052,0.052,3.97,0.94,-74.83
Vema 1930,52.74,0.053,0.05274,0.052,0.052,3.93,0.9,-71.63
Vema 1930,53.16,0.053,0.05316,0.053,0.053,3.91,0.88,-70.03
Vema 1930,53.59,0.054,0.05359,0.053,0.053,3.81,0.78,-62.03
Vema 1930,54.15,0.054,0.05415,0.054,0.054,3.81,0.78,-62.03
Vema 1930,54.3,0.054,0.0543,0.054,0.054,3.78,0.75,-59.63
Vema 1930,54.37,0.054,0.05437,0.054,0.054,3.42,0.39,-30.83
Vema 1930,54.79,0.055,0.05479,0.054,0.054,3.56,0.53,-42.03
Vema 1930,55.22,0.055,0.05522,0.055,0.055,3.69,0.66,-52.43
Vema 1930,55.65,0.056,0.05565,0.055,0.055,3.67,0.64,-50.83
Vema 1930,56.07,0.056,0.05607,0.055,0.055,3.76,0.73,-58.03
Vema 1930,56.5,0.057,0.0565,0.056,0.056,3.5,0.47,-37.23
Vema 1930,56.93,0.057,0.05693,0.056,0.056,3.84,0.81,-64.43
Vema 1930,57.36,0.057,0.05736,0.057,0.057,3.82,0.79,-62.83
Vema 1930,57.79,0.058,0.05779,0.057,0.057,3.8,0.77,-61.23
Vema 1930,58.21,0.058,0.05821,0.058,0.058,4.06,1.03,-82.03
Vema 1930,58.64,0.059,0.05864,0.058,0.058,4.05,1.02,-81.23
Vema 1930,59.07,0.059,0.05907,0.058,0.058,3.96,0.93,-74.03
Vema 1930,59.5,0.06,0.0595,0.059,0.059,3.87,0.84,-66.83
Vema 1930,59.93,0.06,0.05993,0.059,0.059,4.05,1.02,-81.23
Vema 1930,60.36,0.06,0.06036,0.06,0.06,3.98,0.95,-75.63
Vema 1930,60.79,0.061,0.06079,0.06,0.06,3.89,0.86,-68.43
Vema 1930,61.22,0.061,0.06122,0.061,0.061,4.01,0.98,-78.03
Vema 1930,62.08,0.062,0.06208,0.061,0.061,3.99,0.96,-76.43
Vema 1930,62.94,0.063,0.06294,0.062,0.062,4.05,1.02,-81.23
Vema 1930,63.37,0.063,0.06337,0.063,0.063,3.97,0.94,-74.83
Vema 1930,63.8,0.064,0.0638,0.063,0.063,3.93,0.9,-71.63
Vema 1930,64.23,0.064,0.06423,0.064,0.064,4.02,0.99,-78.83
Vema 1930,64.66,0.065,0.06466,0.064,0.064,3.97,0.94,-74.83
Vema 1930,65.09,0.065,0.06509,0.064,0.064,3.92,0.89,-70.83
Vema 1930,65.52,0.066,0.06552,0.065,0.065,3.94,0.91,-72.43
Vema 1930,65.96,0.066,0.06596,0.065,0.065,4.02,0.99,-78.83
Vema 1930,66.39,0.066,0.06639,0.066,0.066,3.96,0.93,-74.03
Vema 1930,66.83,0.067,0.06683,0.066,0.066,3.83,0.8,-63.63
Vema 1930,67.77,0.068,0.06777,0.067,0.067,3.99,0.96,-76.43
Vema 1930,68.21,0.068,0.06821,0.068,0.068,3.95,0.92,-73.23
Vema 1930,68.66,0.069,0.06866,0.068,0.068,3.84,0.81,-64.43
Vema 1930,69.1,0.069,0.0691,0.068,0.068,3.81,0.78,-62.03
Vema 1930,69.55,0.07,0.06955,0.069,0.069,3.77,0.74,-58.83
Vema 1930,70.02,0.07,0.07002,0.069,0.069,3.81,0.78,-62.03
Vema 1930,70.49,0.07,0.07049,0.07,0.07,3.83,0.8,-63.63
Vema 1930,71.19,0.071,0.07119,0.07,0.07,3.86,0.83,-66.03
Vema 1930,71.77,0.072,0.07177,0.071,0.071,3.69,0.66,-52.43
Vema 1930,72.36,0.072,0.07236,0.072,0.072,3.54,0.51,-40.43
Vema 1930,73.05,0.073,0.07305,0.072,0.072,3.56,0.53,-42.03
Vema 1930,73.77,0.074,0.07377,0.073,0.073,3.62,0.59,-46.83
Vema 1930,74.49,0.074,0.07449,0.074,0.074,3.74,0.71,-56.43
Vema 1930,75.25,0.075,0.07525,0.074,0.074,3.7,0.67,-53.23
Vema 1930,76.01,0.076,0.07601,0.075,0.075,3.54,0.51,-40.43
Vema 1930,76.78,0.077,0.07678,0.076,0.076,3.58,0.55,-43.63
Vema 1930,77.57,0.078,0.07757,0.077,0.077,3.53,0.5,-39.63
Vema 1930,78.36,0.078,0.07836,0.078,0.078,3.49,0.46,-36.43
Vema 1930,79.15,0.079,0.07915,0.078,0.078,3.41,0.38,-30.03
Vema 1930,79.95,0.08,0.07995,0.079,0.079,3.39,0.36,-28.43
Vema 1930,80.76,0.081,0.08076,0.08,0.08,3.4,0.37,-29.23
Vema 1930,81.56,0.082,0.08156,0.081,0.081,3.35,0.32,-25.23
Vema 1930,82.37,0.082,0.08237,0.082,0.082,3.3,0.27,-21.23
Vema 1930,83.19,0.083,0.08319,0.082,0.082,3.39,0.36,-28.43
Vema 1930,84,0.084,0.084,0.083,0.083,3.39,0.36,-28.43
Vema 1930,84.82,0.085,0.08482,0.084,0.084,3.53,0.5,-39.63
Vema 1930,85.64,0.086,0.08564,0.085,0.085,3.48,0.45,-35.63
Vema 1930,86.46,0.086,0.08646,0.086,0.086,3.65,0.62,-49.23
Vema 1930,87.29,0.087,0.08729,0.086,0.086,3.68,0.65,-51.63
Vema 1930,88.12,0.088,0.08812,0.087,0.087,3.72,0.69,-54.83
Vema 1930,88.95,0.089,0.08895,0.088,0.088,3.79,0.76,-60.43
Vema 1930,89.8,0.09,0.0898,0.089,0.089,3.59,0.56,-44.43
Vema 1930,90.64,0.091,0.09064,0.09,0.09,3.71,0.68,-54.03
Vema 1930,91.5,0.092,0.0915,0.091,0.091,3.69,0.66,-52.43
Vema 1930,92.66,0.093,0.09266,0.092,0.092,3.48,0.45,-35.63
Vema 1930,93.54,0.094,0.09354,0.093,0.093,3.45,0.42,-33.23
Vema 1930,94.46,0.094,0.09446,0.093,0.093,3.42,0.39,-30.83
Vema 1930,95.37,0.095,0.09537,0.094,0.094,3.55,0.52,-41.23
Vema 1930,96.3,0.096,0.0963,0.095,0.095,3.49,0.46,-36.43
Vema 1930,97.25,0.097,0.09725,0.096,0.096,3.39,0.36,-28.43
Vema 1930,98.2,0.098,0.0982,0.097,0.097,3.37,0.34,-26.83
Vema 1930,99.16,0.099,0.09916,0.098,0.098,3.4,0.37,-29.23
Vema 1930,100.12,0.1,0.10012,0.099,0.099,3.41,0.38,-30.03
Vema 1930,101.08,0.101,0.10108,0.1,0.1,3.43,0.4,-31.63
Vema 1930,102.01,0.102,0.10201,0.101,0.101,3.34,0.31,-24.43
Vema 1930,102.95,0.103,0.10295,0.102,0.102,3.53,0.5,-39.63
Vema 1930,103.88,0.104,0.10388,0.103,0.103,3.6,0.57,-45.23
Vema 1930,104.89,0.105,0.10489,0.104,0.104,3.56,0.53,-42.03
Vema 1930,105.76,0.106,0.10576,0.105,0.105,3.57,0.54,-42.83
Vema 1930,106.61,0.107,0.10661,0.106,0.106,3.5,0.47,-37.23
Vema 1930,107.93,0.108,0.10793,0.107,0.107,3.88,0.85,-67.63
Vema 1930,108.46,0.108,0.10846,0.107,0.107,3.65,0.62,-49.23
Vema 1930,109.23,0.109,0.10923,0.108,0.108,3.7,0.67,-53.23
Vema 1930,110.24,0.11,0.11024,0.109,0.109,3.75,0.72,-57.23
Vema 1930,111,0.111,0.111,0.11,0.11,3.73,0.7,-55.63
Vema 1930,111.77,0.112,0.11177,0.111,0.111,3.37,0.34,-26.83
Vema 1930,112.53,0.113,0.11253,0.111,0.111,3.37,0.34,-26.83
Vema 1930,113.58,0.114,0.11358,0.112,0.112,3.34,0.31,-24.43
Vema 1930,114.4,0.114,0.1144,0.113,0.113,3.13,0.1,-7.63
Vema 1930,115.5,0.116,0.1155,0.114,0.114,3.07,0.04,-2.83
Vema 1930,116.42,0.116,0.11642,0.115,0.115,3.36,0.33,-26.03
Vema 1930,117.34,0.117,0.11734,0.116,0.116,2.91,0.18,-14.06
Vema 1930,118.61,0.119,0.11861,0.117,0.117,2.77,0.04,-2.86
Vema 1930,119.61,0.12,0.11961,0.118,0.118,2.72,-0.01,1.14
Vema 1930,120.61,0.121,0.12061,0.119,0.119,2.83,0.1,-7.66
Vema 1930,122,0.122,0.122,0.121,0.121,2.78,0.05,-3.66
Vema 1930,123.05,0.123,0.12305,0.122,0.122,2.68,-0.05,4.34
Vema 1930,124.1,0.124,0.1241,0.123,0.123,2.95,0.22,-17.26
Vema 1930,125.52,0.126,0.12552,0.124,0.124,2.77,0.04,-2.86
Vema 1930,126.58,0.127,0.12658,0.125,0.125,2.71,-0.02,1.94
Vema 1930,127.61,0.128,0.12761,0.126,0.126,2.81,0.08,-6.06
Vema 1930,128.96,0.129,0.12896,0.128,0.128,2.94,0.21,-16.46
Vema 1930,129.95,0.13,0.12995,0.129,0.129,2.89,0.16,-12.46
Vema 1930,130.81,0.131,0.13081,0.129,0.129,3.46,0.73,-58.06
Vema 1930,131.96,0.132,0.13196,0.131,0.131,3.59,0.56,-44.43
Vema 1930,132.75,0.133,0.13275,0.131,0.131,3.36,0.33,-26.03
Vema 1930,133.47,0.133,0.13347,0.132,0.132,3.84,0.81,-64.43
846 Liseicki,134.54,0.135,0.13454,0.133,0.133,4.07,1.04,-82.82
846 Liseicki,137.69,0.138,0.13769,0.136,0.136,4.24,1.21,-96.42
846 Liseicki,140.26,0.14,0.14026,0.139,0.139,3.73,0.7,-55.63
846 Liseicki,142.27,0.142,0.14227,0.141,0.141,4.06,1.03,-82.02
846 Liseicki,144.25,0.144,0.14425,0.143,0.143,4.12,1.09,-86.82
846 Liseicki,146.32,0.146,0.14632,0.145,0.145,4.05,1.02,-81.22
846 Liseicki,148.21,0.148,0.14821,0.147,0.147,3.97,0.94,-74.83
846 Liseicki,150.1,0.15,0.1501,0.149,0.149,3.83,0.8,-63.63
846 Liseicki,151.99,0.152,0.15199,0.15,0.15,3.95,0.92,-73.63
846 Liseicki,153.88,0.154,0.15388,0.152,0.152,3.89,0.86,-68.43
846 Liseicki,156.19,0.156,0.15619,0.155,0.155,4.02,0.99,-79.22
846 Liseicki,158.49,0.158,0.15849,0.157,0.157,4.03,1,-80.02
846 Liseicki,161.04,0.161,0.16104,0.159,0.159,4.02,0.99,-78.82
846 Liseicki,163.34,0.163,0.16334,0.162,0.162,3.93,0.9,-71.63
846 Liseicki,165.65,0.166,0.16565,0.164,0.164,3.83,0.8,-63.63
846 Liseicki,167.95,0.168,0.16795,0.166,0.166,3.79,0.76,-60.83
846 Liseicki,170.22,0.17,0.17022,0.168,0.168,3.75,0.72,-57.23
846 Liseicki,172.14,0.172,0.17214,0.17,0.17,3.66,0.63,-50.43
846 Liseicki,174.15,0.174,0.17415,0.172,0.172,3.62,0.59,-46.83
846 Liseicki,176.24,0.176,0.17624,0.174,0.174,3.6,0.57,-45.23
846 Liseicki,178.87,0.179,0.17887,0.177,0.177,3.68,0.65,-52.03
846 Liseicki,182,0.182,0.182,0.18,0.18,3.66,0.63,-50.03
846 Liseicki,185.12,0.185,0.18512,0.183,0.183,3.66,0.63,-50.03
846 Liseicki,187.78,0.188,0.18778,0.186,0.186,3.82,0.79,-62.83
846 Liseicki,190.21,0.19,0.19021,0.188,0.188,3.43,0.39,-31.23
846 Liseicki,192.16,0.192,0.19216,0.19,0.19,3.32,0.28,-22.43
846 Liseicki,194.85,0.195,0.19485,0.193,0.193,3.39,0.36,-28.43
846 Liseicki,197.28,0.197,0.19728,0.195,0.195,3.36,0.33,-26.03
846 Liseicki,200.3,0.2,0.2003,0.198,0.198,2.99,-0.05,3.96
846 Liseicki,203.53,0.204,0.20353,0.201,0.201,3.18,0.14,-11.26
846 Liseicki,206.93,0.207,0.20693,0.205,0.205,3.07,0.04,-2.88
846 Liseicki,210.1,0.21,0.2101,0.208,0.208,2.96,0.23,-18.07
846 Liseicki,213.09,0.213,0.21309,0.211,0.211,2.89,0.16,-12.47
846 Liseicki,216.21,0.216,0.21621,0.214,0.214,2.82,0.08,-6.47
846 Liseicki,219.08,0.219,0.21908,0.217,0.217,3.16,0.42,-33.67
846 Liseicki,221.58,0.222,0.22158,0.219,0.219,3.68,0.95,-76.06
846 Liseicki,224.39,0.224,0.22439,0.222,0.222,3.77,0.74,-58.99
846 Liseicki,227.52,0.228,0.22752,0.225,0.225,3.43,0.4,-31.82
846 Liseicki,230.36,0.23,0.23036,0.228,0.228,3.55,0.52,-41.83
846 Liseicki,233.49,0.233,0.23349,0.231,0.231,3.42,0.38,-30.66
846 Liseicki,236.33,0.236,0.23633,0.234,0.234,3.21,0.17,-13.88
846 Liseicki,240.09,0.24,0.24009,0.238,0.238,3.09,0.06,-4.7
846 Liseicki,243.14,0.243,0.24314,0.241,0.241,3.1,0.07,-5.52
846 Liseicki,245.31,0.245,0.24531,0.243,0.243,3.52,0.49,-39.53
846 Liseicki,247.62,0.248,0.24762,0.245,0.245,3.51,0.48,-38.35
846 Liseicki,250.06,0.25,0.25006,0.247,0.247,3.78,0.75,-59.96
846 Liseicki,252.27,0.252,0.25227,0.25,0.25,3.88,0.85,-68.38
846 Liseicki,254.47,0.254,0.25447,0.252,0.252,3.82,0.79,-63.59
846 Liseicki,256.92,0.257,0.25692,0.254,0.254,3.87,0.84,-67.21
846 Liseicki,259.36,0.259,0.25936,0.257,0.257,3.82,0.79,-63.23
846 Liseicki,262.05,0.262,0.26205,0.259,0.259,3.82,0.8,-63.64
846 Liseicki,264.64,0.265,0.26464,0.262,0.262,3.74,0.71,-56.86
846 Liseicki,267.31,0.267,0.26731,0.265,0.265,3.74,0.72,-57.28
846 Liseicki,268.42,0.268,0.26842,0.266,0.266,3.78,0.75,-60.09
846 Liseicki,269.75,0.27,0.26975,0.267,0.267,3.63,0.6,-48.1
846 Liseicki,272.15,0.272,0.27215,0.269,0.269,3.85,0.82,-65.71
846 Liseicki,272.71,0.273,0.27271,0.27,0.27,3.75,0.72,-57.72
846 Liseicki,275.77,0.276,0.27577,0.273,0.273,3.84,0.81,-64.94
846 Liseicki,277.71,0.278,0.27771,0.275,0.275,3.63,0.6,-48.15
846 Liseicki,278.55,0.279,0.27855,0.276,0.276,3.6,0.57,-45.76
846 Liseicki,280.62,0.281,0.28062,0.278,0.278,3.41,0.38,-30.17
846 Liseicki,282.43,0.282,0.28243,0.28,0.28,3.37,0.34,-27.39
846 Liseicki,284.01,0.284,0.28401,0.281,0.281,3.17,0.14,-11.4
846 Liseicki,284.59,0.285,0.28459,0.282,0.282,3.23,0.2,-16.2
846 Liseicki,285.58,0.286,0.28558,0.283,0.283,3.2,0.17,-13.81
846 Liseicki,286.36,0.286,0.28636,0.283,0.283,3.3,0.27,-21.81
846 Liseicki,287.23,0.287,0.28723,0.284,0.284,3.31,0.28,-22.62
846 Liseicki,288.46,0.288,0.28846,0.286,0.286,3.21,0.18,-14.63
846 Liseicki,290.84,0.291,0.29084,0.288,0.288,3.26,0.23,-18.24
846 Liseicki,293.91,0.294,0.29391,0.291,0.291,3.48,0.45,-36.26
846 Liseicki,297.87,0.298,0.29787,0.295,0.295,3.39,0.36,-29.09
846 Liseicki,301.02,0.301,0.30102,0.298,0.298,3.32,0.29,-23.52
846 Liseicki,303.48,0.303,0.30348,0.3,0.3,3.5,0.47,-37.97
846 Liseicki,305.54,0.306,0.30554,0.302,0.302,3.26,0.24,-18.81
846 Liseicki,307.69,0.308,0.30769,0.305,0.305,3.23,0.21,-16.45
846 Liseicki,309.13,0.309,0.30913,0.306,0.306,3.19,0.17,-13.27
846 Liseicki,311.77,0.312,0.31177,0.309,0.309,3.21,0.19,-14.92
846 Liseicki,314.88,0.315,0.31488,0.312,0.312,2.95,-0.07,5.82
846 Liseicki,316.08,0.316,0.31608,0.313,0.313,3.16,0.14,-11
846 Liseicki,317.27,0.317,0.31727,0.314,0.314,3.09,0.06,-5.03
846 Liseicki,319.19,0.319,0.31919,0.316,0.316,3.41,0.68,-54.06
846 Liseicki,319.75,0.32,0.31975,0.316,0.316,3.1,0.37,-29.27
846 Liseicki,323,0.323,0.323,0.32,0.32,2.61,-0.12,9.93
846 Liseicki,323.79,0.324,0.32379,0.32,0.32,2.61,-0.12,9.93
846 Liseicki,326.53,0.327,0.32653,0.323,0.323,2.72,-0.01,1.13
846 Liseicki,329.05,0.329,0.32905,0.326,0.326,2.83,-0.19,15.15
846 Liseicki,329.52,0.33,0.32952,0.326,0.326,3.1,0.08,-6.45
846 Liseicki,333.22,0.333,0.33322,0.33,0.33,3.09,0.07,-5.72
846 Liseicki,334.89,0.335,0.33489,0.331,0.331,3.29,0.27,-21.35
846 Liseicki,337.3,0.337,0.3373,0.334,0.334,4,0.98,-78.59
846 Liseicki,337.7,0.338,0.3377,0.334,0.334,3.64,0.62,-49.8
846 Liseicki,339.12,0.339,0.33912,0.336,0.336,3.99,0.97,-77.82
846 Liseicki,339.53,0.34,0.33953,0.336,0.336,3.79,0.77,-61.83
846 Liseicki,340.34,0.34,0.34034,0.337,0.337,3.93,0.91,-73.04
846 Liseicki,341.19,0.341,0.34119,0.338,0.338,4.11,1.09,-87.46
846 Liseicki,341.62,0.342,0.34162,0.338,0.338,3.97,0.95,-76.27
